shape_id,baseline,candidate,boundary,baseline_status,candidate_status,ratio,ci95,classification
gc_e6299d9827421cfd,k0,k3,t_device_op_graph_us,PASS,PASS,2.7823091582335757,"[2.7711567998892446, 2.791976015539662]",WIN
gc_e6299d9827421cfd,k0,k3,t_api_us,PASS,PASS,1.343067558206374,"[1.3361997008563324, 1.4157912055105566]",WIN
gc_e6299d9827421cfd,k1,k2,t_device_op_graph_us,PASS,PASS,0.8942499717098837,"[0.8453272059276735, 0.8959075261440869]",LOSS
gc_e6299d9827421cfd,k1,k2,t_api_us,PASS,PASS,1.0030846031860872,"[0.991617478953631, 1.0087424212790927]",TIE
gc_e6299d9827421cfd,torch_cuda_tuned,k3,t_device_op_graph_us,PASS,PASS,1.1477025511804937,"[1.1332390970795145, 1.1526384006372976]",WIN
gc_e6299d9827421cfd,torch_cuda_tuned,k3,t_api_us,PASS,PASS,0.5056327164284696,"[0.503440146125017, 0.5326832561293063]",LOSS
gc_63fdc70ecbe82a98,k0,k1,t_device_op_graph_us,PASS,PASS,2.6691322379393387,"[2.646066417161497, 2.673748757528512]",WIN
gc_63fdc70ecbe82a98,k0,k1,t_api_us,PASS,PASS,2.1985467232722837,"[2.1964644040767434, 2.284359051222379]",WIN
gc_63fdc70ecbe82a98,k0,k2,t_device_op_graph_us,PASS,UNSUPPORTED,,,NOT_COMPARABLE
gc_63fdc70ecbe82a98,k0,k2,t_api_us,PASS,UNSUPPORTED,,,NOT_COMPARABLE
gc_63fdc70ecbe82a98,k0,k3,t_device_op_graph_us,PASS,PASS,3.3332146162794727,"[3.3238582542426727, 3.426339311769576]",WIN
